transaction_id,customer_id,product_id,category,price,quantity,timestamp
T00767,C39381,P50136,Beauty,217.49,5,2024-09-22 13:36:35+00:00
T00768,C20579,P98814,Home,185.3,4,2024-10-26 18:40:22+00:00
T00769,C97951,P91303,Sports,43.36,5,2024-09-02 21:36:38+00:00
T00770,C80371,P17648,Toys,205.38,2,2024-03-11 11:45:11+00:00
T00771,C13204,P84703,Toys,738.85,5,2024-05-05 00:38:11+00:00
T00772,C50644,P25004,Home,440.26,7,2024-11-13 09:00:21+00:00
T00773,C50680,P20304,Home,457.25,2,2024-06-13 01:25:02+00:00
T00774,C27087,P16507,Apparel,57.23,1,2024-04-27 09:23:35+00:00
T00775,C57998,P13385,Electronics,630.11,3,2024-04-09 12:32:57+00:00
T00776,C34195,P50979,Toys,816.92,9,2024-04-21 23:43:47+00:00
T00777,C74337,P12937,Home,982.97,5,2024-01-07 14:39:40+00:00
T00778,C99860,P79854,Electronics,233.49,9,2024-10-21 23:57:56+00:00
T00779,C14688,P43639,Electronics,54.06,1,2024-04-29 06:39:38+00:00
T00780,C16113,P27156,Electronics,316.86,6,2024-07-25 01:59:37+00:00
T00781,C96044,P10874,Toys,331.85,5,2024-10-06 16:03:35+00:00
T00782,C67339,P79786,Books,446.2,1,2024-01-06 01:34:44+00:00
T00783,C99445,P36354,Electronics,700.78,7,2024-12-28 01:03:01+00:00
T00784,C89518,P12331,Beauty,706.29,4,2024-11-20 21:07:59+00:00
T00785,C25194,P20679,Electronics,799.76,3,2024-05-19 10:49:01+00:00
T00786,C40716,P49965,Apparel,772.09,4,2024-06-01 00:12:58+00:00
T00787,C30711,P80565,Sports,853.19,3,2024-09-30 15:22:30+00:00
T00788,C64283,P10173,Electronics,901.61,2,2024-10-04 20:57:51+00:00
T00789,C32045,P22533,Sports,756.08,8,2024-07-15 07:28:09+00:00
T00790,C48517,P93859,Toys,785.56,8,2024-01-01 01:20:23+00:00
T00791,C59197,P63189,Toys,357.19,5,2024-03-21 00:52:48+00:00
T00792,C20933,P55749,Books,124.4,4,2024-02-26 04:03:47+00:00
T00793,C26052,P72220,Sports,931.5,4,2024-07-26 19:27:23+00:00
T00794,C86410,P41552,Books,879.43,5,2024-06-03 14:59:36+00:00
T00795,C58747,P99287,Books,562.38,10,2024-07-11 13:02:42+00:00
T00796,C22388,P12538,Home,130.65,4,2024-12-28 00:39:26+00:00
T00797,C88443,P75827,Toys,790.19,5,2024-04-03 16:21:04+00:00
T00798,C21639,P13407,Books,767.69,2,2024-09-02 02:14:16+00:00
T00799,C86969,P17684,Home,383.73,10,2024-07-14 09:44:59+00:00
T00800,C82973,P40433,Books,114.28,8,2024-01-08 20:09:40+00:00
T00801,C42775,P11242,Books,829.52,6,2024-01-09 14:09:49+00:00
T00802,C48998,P68016,Home,974.82,4,2024-07-14 15:23:10+00:00
T00803,C25390,P47851,Toys,804.65,2,2024-03-05 20:12:22+00:00
T00804,C18543,P82418,Apparel,318.8,6,2024-06-15 06:04:08+00:00
T00805,C91302,P26149,Home,430.36,2,2024-07-09 23:00:06+00:00
T00806,C36067,P73483,Beauty,371.61,9,2024-09-12 20:32:44+00:00
T00807,C50565,P30698,Books,466.71,8,2024-10-21 13:06:28+00:00
T00808,C12689,P92809,Beauty,320.67,6,2024-02-20 13:10:02+00:00
T00809,C50083,P31547,Beauty,403.35,10,2024-04-26 21:02:39+00:00
T00810,C13690,P80788,Beauty,213.51,5,2024-01-08 01:15:24+00:00
T00811,C38494,P80069,Electronics,575.15,2,2024-07-24 22:13:20+00:00
T00812,C85936,P15533,Toys,505.05,4,2024-10-11 14:35:46+00:00
T00813,C33229,P65878,Books,486.64,10,2024-01-29 02:52:49+00:00
T00814,C77515,P95862,Electronics,558.11,9,2024-12-26 23:38:15+00:00
T00815,C71027,P70736,Home,112.73,4,2024-10-29 02:54:44+00:00
T00816,C16535,P27430,Home,475.39,3,2024-11-09 22:06:48+00:00
T00817,C11006,P84038,Home,749.42,6,2024-12-10 22:48:13+00:00
T00818,C36859,P63175,Toys,229.5,7,2024-05-22 14:49:56+00:00
T00819,C82114,P32667,Toys,870.67,10,2024-07-23 19:11:34+00:00
T00820,C29805,P66390,Books,585.89,2,2024-10-13 14:35:27+00:00
T00821,C48548,P21706,Sports,678.02,3,2024-08-06 11:59:34+00:00
T00822,C98085,P71562,Sports,292.97,4,2024-06-28 13:00:24+00:00
T00823,C96708,P35844,Beauty,114.54,1,2024-11-07 02:41:20+00:00
T00824,C54889,P53997,Books,663.42,4,2024-10-01 19:00:19+00:00
T00825,C92054,P57637,Books,180.12,3,2024-10-23 19:04:04+00:00
T00826,C80603,P97736,Electronics,748.42,4,2024-09-21 08:42:35+00:00
T00827,C24673,P20992,Electronics,95.92,6,2024-03-22 23:26:09+00:00
T00828,C86931,P10522,Home,146.74,9,2024-07-05 21:48:51+00:00
T00829,C14606,P20421,Sports,505.56,2,2024-02-12 00:05:40+00:00
T00830,C60963,P45959,Beauty,121.16,8,2024-05-14 04:29:22+00:00
T00831,C53485,P86225,Toys,535.81,3,2024-06-22 01:09:26+00:00
T00832,C45558,P85009,Toys,355.81,1,2024-06-14 09:55:10+00:00
T00833,C33643,P43110,Sports,549.52,8,2024-12-23 09:40:04+00:00
T00834,C86587,P85874,Toys,207.25,10,2024-04-06 11:54:12+00:00
T00835,C38867,P92766,Books,466.74,2,2024-02-24 19:24:47+00:00
T00836,C90282,P70500,Beauty,195.56,10,2024-04-27 13:03:20+00:00
T00837,C37350,P80129,Electronics,219.06,2,2024-10-28 05:48:39+00:00
T00838,C18419,P46139,Apparel,869.29,8,2024-07-22 19:50:24+00:00
T00839,C57259,P37228,Beauty,165.24,7,2024-03-13 18:31:17+00:00
T00840,C67081,P19768,Sports,606.74,5,2024-04-04 23:09:31+00:00
T00841,C74917,P81345,Sports,418.47,7,2024-12-27 06:45:38+00:00
T00842,C29150,P54085,Electronics,370.62,5,2024-11-01 12:46:39+00:00
T00843,C48836,P38982,Beauty,54.94,5,2024-12-22 16:08:44+00:00
T00844,C24128,P48971,Beauty,928.67,10,2024-05-13 10:08:24+00:00
T00845,C43697,P28006,Toys,242.29,9,2024-10-20 11:21:09+00:00
T00846,C12920,P54651,Books,174.93,8,2024-06-19 19:39:05+00:00
T00847,C38158,P18664,Sports,157.78,5,2024-12-04 13:33:49+00:00
T00848,C40884,P20544,Apparel,246.01,2,2024-09-29 01:14:05+00:00
T00849,C95157,P76367,Books,949.93,4,2024-02-19 16:17:09+00:00
T00850,C54268,P83139,Apparel,894.14,4,2024-10-26 02:44:45+00:00
T00851,C70271,P48428,Toys,223.1,5,2024-10-13 21:11:44+00:00
T00852,C22511,P57326,Toys,190.23,6,2024-10-23 10:56:36+00:00
T00853,C70106,P44470,Toys,955.69,3,2024-08-15 20:24:02+00:00
T00854,C43810,P86446,Apparel,464.17,9,2024-07-15 18:40:01+00:00
T00855,C12245,P53988,Sports,59.14,6,2024-07-09 03:46:16+00:00
T00856,C72043,P97906,Beauty,91.66,4,2024-04-17 16:27:37+00:00
T00857,C52683,P61889,Books,983.69,3,2024-05-13 23:56:17+00:00
T00858,C23151,P65659,Sports,414.93,7,2024-09-13 11:16:48+00:00
T00859,C72944,P96888,Home,505.74,5,2024-01-19 06:02:01+00:00
T00860,C32530,P73141,Electronics,798.04,7,2024-10-13 13:30:13+00:00
T00861,C63338,P30761,Beauty,941.39,5,2024-09-03 19:22:27+00:00
T00862,C68076,P32284,Sports,971.68,2,2024-12-12 15:48:37+00:00
T00863,C66729,P49918,Apparel,799.88,10,2024-01-04 02:18:23+00:00
T00864,C97373,P72376,Sports,997.24,5,2024-06-17 13:28:39+00:00
T00865,C95045,P21383,Beauty,342.11,6,2024-02-25 11:43:36+00:00
T00866,C96356,P98358,Sports,810.14,5,2024-11-29 08:51:43+00:00
T00867,C26976,P59176,Books,722.84,5,2024-12-23 13:27:18+00:00
T00868,C78614,P71407,Toys,171.56,3,2024-03-15 17:28:54+00:00
T00869,C67248,P53883,Toys,875.0,7,2024-11-25 12:40:02+00:00
T00870,C95671,P19446,Home,518.08,10,2024-04-10 01:37:03+00:00
T00871,C28667,P92174,Home,292.67,9,2024-09-08 03:05:03+00:00
T00872,C70364,P23472,Apparel,528.17,5,2024-12-05 20:55:27+00:00
T00873,C27512,P91075,Sports,540.3,6,2024-04-16 00:00:55+00:00
T00874,C85837,P84367,Apparel,825.57,6,2024-09-26 18:20:53+00:00
T00875,C99825,P54984,Apparel,211.56,10,2024-06-23 08:05:27+00:00
T00876,C81761,P42963,Toys,517.91,8,2024-12-12 05:35:34+00:00
T00877,C41304,P23120,Electronics,602.46,2,2024-07-10 18:13:24+00:00
T00878,C33343,P72227,Books,733.07,10,2024-02-25 13:43:48+00:00
T00879,C65397,P39229,Books,918.24,5,2024-04-20 16:27:17+00:00
T00880,C21886,P11580,Beauty,712.57,8,2024-01-26 20:36:59+00:00
T00881,C26518,P10194,Beauty,910.53,2,2024-06-05 12:34:03+00:00
T00882,C58391,P31465,Home,934.62,4,2024-03-25 19:19:20+00:00
T00883,C81362,P48310,Beauty,352.83,8,2024-04-15 17:24:05+00:00
T00884,C40063,P13817,Toys,815.27,1,2024-01-27 10:25:30+00:00
T00885,C42795,P38826,Sports,463.23,9,2024-05-09 17:43:10+00:00
T00886,C74878,P22281,Beauty,970.37,3,2024-02-14 11:02:47+00:00
T00887,C41691,P25699,Electronics,832.39,1,2024-02-12 11:57:24+00:00
T00888,C61139,P61091,Books,342.75,1,2024-10-16 03:03:25+00:00
T00889,C16201,P31388,Home,941.63,9,2024-11-25 00:11:48+00:00
T00890,C74852,P52005,Electronics,199.0,7,2024-10-08 17:38:03+00:00
T00891,C58510,P20912,Apparel,937.18,10,2024-02-03 01:38:03+00:00
T00892,C85857,P82638,Toys,997.75,9,2024-02-05 00:50:23+00:00
T00893,C86877,P32954,Electronics,197.28,9,2024-01-14 06:35:08+00:00
T00894,C16884,P33390,Sports,812.33,1,2024-08-31 15:00:07+00:00
T00895,C64186,P16650,Beauty,921.37,1,2024-06-04 08:16:05+00:00
T00896,C42631,P71445,Toys,582.07,3,2024-08-09 21:22:27+00:00
T00897,C72731,P73925,Books,695.54,6,2024-02-13 22:25:05+00:00
T00898,C48431,P27055,Books,416.81,6,2024-03-07 08:54:13+00:00
T00899,C77385,P95416,Beauty,936.86,6,2024-07-22 14:23:09+00:00
T00900,C51244,P87691,Toys,347.67,9,2024-01-13 08:32:14+00:00
T00901,C74513,P98177,Apparel,234.45,2,2024-02-16 23:42:01+00:00
T00902,C23005,P25244,Sports,140.9,1,2024-06-22 22:12:01+00:00
T00903,C69500,P69949,Books,828.81,10,2024-11-09 15:06:41+00:00
T00904,C80562,P15410,Beauty,138.35,6,2024-02-28 07:29:33+00:00
T00905,C51881,P54462,Apparel,371.03,6,2024-01-19 13:02:21+00:00
T00906,C26768,P68062,Beauty,205.23,5,2024-07-31 03:38:46+00:00
T00907,C11761,P81817,Sports,617.83,5,2024-01-31 00:31:37+00:00
T00908,C29435,P43105,Toys,925.23,9,2024-03-15 07:05:32+00:00
T00909,C95943,P33095,Beauty,340.29,8,2024-01-22 21:35:26+00:00
T00910,C59231,P87365,Toys,39.25,6,2024-06-06 13:46:06+00:00
T00911,C48218,P15341,Sports,322.12,3,2024-12-18 19:45:26+00:00
T00912,C68265,P34785,Books,145.39,3,2024-09-22 10:16:03+00:00
T00913,C26395,P92561,Electronics,752.99,3,2024-09-07 01:53:00+00:00
T00914,C79024,P24342,Home,222.91,2,2024-07-02 18:32:18+00:00
T00915,C38006,P23813,Toys,525.94,4,2024-10-17 09:24:07+00:00
T00916,C79683,P79116,Toys,556.79,4,2024-10-27 05:55:40+00:00
T00917,C35771,P45260,Beauty,374.29,8,2024-06-08 16:44:30+00:00
T00918,C60304,P44004,Sports,957.49,10,2024-01-21 20:38:12+00:00
T00919,C96864,P78546,Electronics,243.97,4,2024-06-10 00:53:21+00:00
T00920,C99028,P27924,Sports,905.81,5,2024-02-24 04:07:45+00:00
T00921,C73825,P63832,Home,793.83,4,2024-03-24 18:38:30+00:00
T00922,C96609,P45127,Beauty,510.47,9,2024-01-01 14:54:20+00:00
T00923,C49669,P81707,Sports,705.2,9,2024-10-15 03:18:54+00:00
T00924,C56863,P82620,Electronics,361.4,1,2024-11-20 04:01:14+00:00
T00925,C33167,P56133,Sports,668.06,9,2024-01-04 00:18:31+00:00
T00926,C28960,P22373,Electronics,506.56,9,2024-07-29 05:08:04+00:00
T00927,C40141,P92051,Home,635.65,7,2024-05-07 23:25:35+00:00
T00928,C45272,P53072,Apparel,733.4,4,2024-04-14 04:16:08+00:00
T00929,C43949,P29395,Toys,334.77,1,2024-08-02 11:20:58+00:00
T00930,C69173,P62930,Toys,918.1,1,2024-01-02 02:13:16+00:00
T00931,C52590,P45496,Books,789.68,10,2024-12-18 04:20:49+00:00
T00932,C89952,P35594,Toys,229.79,7,2024-09-28 19:46:17+00:00
T00933,C93594,P23360,Beauty,507.51,3,2024-02-18 11:13:38+00:00
T00934,C82671,P33511,Home,873.76,9,2024-03-17 08:24:44+00:00
T00935,C31950,P44001,Apparel,257.61,10,2024-10-28 10:55:23+00:00
T00936,C12274,P30596,Apparel,399.4,1,2024-07-15 10:01:45+00:00
T00937,C80888,P39084,Home,993.36,2,2024-02-09 00:57:59+00:00
T00938,C42149,P93271,Beauty,95.88,5,2024-02-18 04:39:28+00:00
T00939,C72583,P87558,Sports,883.88,8,2024-12-28 23:04:50+00:00
T00940,C97823,P69555,Electronics,675.45,8,2024-04-01 12:34:20+00:00
T00941,C47022,P68633,Beauty,879.69,5,2024-09-09 20:27:17+00:00
T00942,C49278,P31873,Apparel,744.63,8,2024-07-30 09:02:59+00:00
T00943,C56496,P16329,Beauty,339.66,3,2024-11-09 06:30:54+00:00
T00944,C17549,P12346,Toys,134.31,2,2024-01-01 23:56:51+00:00
T00945,C89601,P30719,Books,994.18,6,2024-05-29 01:52:03+00:00
T00946,C90161,P57804,Books,646.38,7,2024-12-23 09:33:41+00:00
T00947,C43029,P75055,Books,298.52,10,2024-08-24 21:04:52+00:00
T00948,C61249,P61382,Home,911.16,4,2024-01-30 02:28:26+00:00
T00949,C83846,P40932,Sports,119.46,4,2024-09-30 22:55:02+00:00
T00950,C11507,P13308,Beauty,670.85,2,2024-11-13 23:24:49+00:00
T00951,C78923,P19295,Sports,186.56,9,2024-02-06 03:37:40+00:00
T00952,C68742,P87711,Electronics,354.55,2,2024-12-04 07:11:14+00:00
T00953,C70701,P72275,Home,556.42,7,2024-12-13 20:22:36+00:00
T00954,C42137,P91710,Apparel,555.39,7,2024-05-24 21:36:46+00:00
T00955,C99261,P19919,Beauty,408.41,3,2024-10-26 14:08:17+00:00
T00956,C72017,P42299,Beauty,186.53,10,2024-06-03 22:32:13+00:00
T00957,C92556,P33544,Apparel,595.95,10,2024-06-21 08:49:24+00:00
T00958,C23104,P57843,Sports,432.97,10,2024-07-22 10:33:29+00:00
T00959,C53598,P68805,Beauty,706.1,10,2024-02-11 18:27:56+00:00
T00960,C79660,P84791,Beauty,169.46,2,2024-08-06 14:16:49+00:00
T00961,C82226,P63544,Home,433.65,1,2024-05-28 02:45:56+00:00
T00962,C43913,P22950,Home,696.33,5,2024-06-21 20:55:36+00:00
T00963,C18037,P30595,Toys,95.17,5,2024-07-02 00:10:48+00:00
T00964,C16550,P63924,Apparel,109.43,9,2024-03-25 03:00:00+00:00
T00965,C14376,P36035,Toys,341.07,2,2024-12-23 09:09:16+00:00
T00966,C36364,P70791,Beauty,526.81,3,2024-11-08 15:23:08+00:00
T00967,C50019,P91359,Books,442.39,4,2024-04-01 02:33:39+00:00
T00968,C43252,P44345,Apparel,765.43,2,2024-10-24 11:42:44+00:00
T00969,C42001,P18790,Books,296.34,7,2024-04-09 10:28:23+00:00
T00970,C62347,P88266,Toys,958.58,7,2024-12-12 07:08:21+00:00
T00971,C19432,P88326,Toys,799.41,9,2024-08-02 16:47:15+00:00
T00972,C53387,P60132,Electronics,363.98,2,2024-10-24 21:29:52+00:00
T00973,C57944,P35381,Beauty,299.52,8,2024-09-22 10:28:02+00:00
T00974,C81661,P10588,Toys,376.96,6,2024-04-11 08:14:50+00:00
T00975,C46096,P78347,Toys,6.36,1,2024-04-26 20:11:08+00:00
T00976,C29538,P31096,Toys,125.32,9,2024-08-07 09:40:34+00:00
T00977,C74809,P75543,Apparel,575.35,10,2024-02-22 11:55:37+00:00
T00978,C59031,P14182,Home,568.26,5,2024-04-29 19:18:07+00:00
T00979,C18245,P21026,Electronics,149.65,6,2024-09-30 12:56:34+00:00
T00980,C41634,P62377,Sports,457.61,8,2024-04-01 12:16:48+00:00
T00981,C17504,P86142,Sports,888.66,8,2024-09-17 11:32:28+00:00
T00982,C90537,P39350,Toys,674.06,3,2024-03-05 06:25:32+00:00
T00983,C79992,P25808,Beauty,254.79,8,2024-07-07 00:15:09+00:00
T00984,C41215,P33341,Home,193.93,1,2024-03-01 23:10:56+00:00
T00985,C57913,P26259,Sports,206.78,4,2024-12-11 10:28:50+00:00
T00986,C45162,P29796,Beauty,742.16,9,2024-12-02 05:19:01+00:00
T00987,C97287,P37016,Electronics,567.55,8,2024-07-16 00:14:53+00:00
T00988,C74522,P16125,Beauty,616.25,10,2024-12-06 03:31:34+00:00
T00989,C18094,P78696,Electronics,381.76,3,2024-07-18 11:58:52+00:00
T00990,C31520,P20307,Apparel,66.33,9,2024-02-07 08:11:56+00:00
T00991,C50223,P86613,Books,395.16,5,2024-02-19 11:57:05+00:00
T00992,C23059,P95787,Electronics,563.82,5,2024-12-02 04:53:12+00:00
T00993,C80685,P43413,Sports,546.9,10,2024-10-27 07:29:38+00:00
T00994,C80031,P58139,Toys,402.05,5,2024-05-02 08:11:19+00:00
T00995,C93878,P50344,Sports,403.33,4,2024-03-25 05:13:06+00:00
T00996,C62421,P27190,Apparel,996.68,5,2024-08-31 00:02:37+00:00
T00997,C33336,P91240,Sports,549.93,7,2024-02-05 21:25:41+00:00
T00998,C68701,P50064,Toys,595.29,9,2024-07-20 01:55:45+00:00
T00999,C91262,P16555,Books,681.65,1,2024-09-23 01:11:29+00:00
T01000,C89426,P96074,Books,163.68,8,2024-09-19 13:24:09+00:00
T01001,C73725,P50190,Home,26.24,4,2024-04-08 04:23:12+00:00
T01002,C25279,P23958,Home,130.89,3,2024-12-03 01:30:27+00:00
T01003,C36392,P87489,Beauty,433.43,6,2024-07-11 02:55:43+00:00
T01004,C82314,P35341,Home,197.49,5,2024-05-25 14:37:32+00:00
T01005,C59383,P55683,Electronics,76.46,7,2024-01-18 20:37:25+00:00
T01006,C82763,P44650,Sports,359.55,3,2024-03-22 20:26:52+00:00
T01007,C59941,P32810,Apparel,178.73,5,2024-01-19 01:38:20+00:00
T01008,C15918,P92814,Toys,35.53,10,2024-03-22 15:54:17+00:00
T01009,C34760,P32643,Toys,80.57,9,2024-02-21 00:01:56+00:00
T01010,C95653,P81361,Sports,74.26,3,2024-08-23 21:03:41+00:00
T01011,C42730,P36235,Electronics,882.56,5,2024-03-07 17:38:12+00:00
T01012,C83703,P95560,Apparel,968.34,1,2024-12-12 17:44:37+00:00
T01013,C60341,P22642,Home,122.72,1,2024-11-13 08:59:57+00:00
T01014,C75955,P43658,Sports,34.43,7,2024-10-11 14:59:56+00:00
T01015,C33763,P95079,Home,131.65,7,2024-01-21 06:49:31+00:00
T01016,C10614,P93940,Electronics,87.01,1,2024-06-23 20:19:06+00:00
T01017,C73439,P53941,Electronics,817.23,5,2024-09-28 23:49:54+00:00
T01018,C93641,P13756,Books,839.59,3,2024-06-25 21:32:53+00:00
T01019,C44932,P48564,Sports,961.95,4,2024-07-14 13:32:10+00:00
T01020,C55621,P30613,Apparel,721.3,3,2024-12-22 04:38:07+00:00
T01021,C96299,P43816,Toys,306.36,6,2024-02-22 11:29:34+00:00
T01022,C40267,P55822,Books,153.13,2,2024-05-25 04:46:18+00:00
T01023,C39889,P16400,Home,824.88,9,2024-08-03 13:19:42+00:00
T01024,C46263,P46472,Books,51.89,1,2024-01-19 18:16:25+00:00
T01025,C92629,P71595,Home,640.98,9,2024-05-06 03:37:59+00:00
T01026,C13094,P16749,Apparel,343.63,7,2024-01-12 15:15:56+00:00
T01027,C85897,P81389,Beauty,262.8,6,2024-06-13 06:04:44+00:00
T01028,C65442,P15001,Books,391.39,10,2024-07-06 13:47:38+00:00
T01029,C76176,P81142,Electronics,590.56,6,2024-01-13 03:58:09+00:00
T01030,C29130,P94743,Apparel,291.01,9,2024-06-03 15:44:37+00:00
T01031,C59784,P23406,Beauty,582.61,3,2024-04-08 23:01:42+00:00
T01032,C80718,P32733,Home,650.56,8,2024-06-10 05:32:41+00:00
T01033,C47321,P80383,Electronics,26.14,4,2024-01-05 14:21:47+00:00
T01034,C82776,P94331,Apparel,43.16,10,2024-07-30 07:14:03+00:00
T01035,C97118,P44852,Beauty,826.61,10,2024-12-17 00:13:26+00:00
T01036,C15135,P14267,Home,826.74,5,2024-07-24 23:35:40+00:00
T01037,C33583,P41116,Toys,925.97,5,2024-12-20 05:15:19+00:00
T01038,C12249,P64067,Apparel,28.91,6,2024-05-31 08:44:26+00:00
T01039,C95394,P65953,Toys,55.55,4,2024-12-19 14:36:13+00:00
T01040,C47483,P44217,Sports,698.78,8,2024-08-06 08:18:00+00:00
T01041,C59172,P16053,Toys,5.28,5,2024-09-06 12:46:16+00:00
T01042,C89040,P64419,Home,847.44,7,2024-01-11 00:17:13+00:00
T01043,C41517,P80146,Sports,675.74,9,2024-05-11 05:19:13+00:00
T01044,C23995,P54435,Electronics,476.55,6,2024-06-05 01:12:03+00:00
T01045,C45357,P46219,Home,791.07,8,2024-03-22 18:52:16+00:00
T01046,C96677,P30581,Beauty,386.28,7,2024-05-20 14:50:04+00:00
T01047,C47625,P37046,Electronics,899.09,5,2024-08-31 19:18:31+00:00
T01048,C10185,P96204,Home,309.9,4,2024-08-19 23:02:58+00:00
T01049,C11018,P41308,Beauty,35.6,3,2024-05-31 09:00:26+00:00
T01050,C65336,P41705,Apparel,407.33,4,2024-07-17 15:49:38+00:00
T01051,C80890,P42085,Apparel,865.46,3,2024-12-30 06:03:35+00:00
T01052,C38466,P42326,Beauty,474.25,3,2024-09-15 20:28:27+00:00
T01053,C24334,P39708,Beauty,604.94,6,2024-05-05 18:13:38+00:00
T01054,C92474,P63907,Home,257.87,8,2024-02-05 20:21:34+00:00
T01055,C21110,P59557,Apparel,822.97,2,2024-10-08 16:38:04+00:00
T01056,C13593,P24825,Electronics,99.91,4,2024-10-31 02:00:40+00:00
T01057,C75083,P62780,Apparel,349.89,1,2024-10-20 10:45:12+00:00
T01058,C26601,P61472,Sports,558.81,6,2024-09-11 12:38:57+00:00
T01059,C46145,P14634,Apparel,299.58,2,2024-06-16 04:33:54+00:00
T01060,C32817,P44415,Books,82.71,6,2024-09-05 19:28:58+00:00
T01061,C22141,P76847,Apparel,19.28,10,2024-09-07 18:09:44+00:00
T01062,C25909,P90328,Beauty,105.43,8,2024-01-05 19:40:13+00:00
T01063,C91505,P59745,Electronics,790.13,3,2024-02-02 19:37:36+00:00
T01064,C41248,P81479,Books,459.7,3,2024-01-07 20:19:24+00:00
T01065,C20843,P79841,Books,852.57,7,2024-07-08 08:21:46+00:00
T01066,C39887,P29452,Electronics,715.76,4,2024-07-23 09:29:55+00:00
T01067,C11789,P99840,Toys,751.5,2,2024-04-07 23:59:21+00:00
T01068,C27812,P55909,Sports,375.72,6,2024-08-15 06:31:04+00:00
T01069,C83158,P81002,Toys,394.84,7,2024-04-12 05:23:24+00:00
T01070,C14617,P85951,Sports,261.86,6,2024-10-10 23:35:57+00:00
T01071,C87352,P93156,Home,480.39,7,2024-02-24 11:56:47+00:00
T01072,C83325,P35219,Beauty,611.62,5,2024-02-23 14:40:06+00:00
T01073,C54911,P16742,Sports,253.86,4,2024-11-13 19:19:00+00:00
T01074,C12894,P65161,Electronics,9.21,4,2024-09-04 07:21:18+00:00
T01075,C66735,P23779,Beauty,210.45,4,2024-10-11 13:33:54+00:00
T01076,C32234,P81670,Apparel,892.1,7,2024-04-02 18:04:38+00:00
T01077,C88343,P62662,Toys,794.12,9,2024-11-29 14:30:36+00:00
T01078,C62475,P81980,Apparel,600.81,8,2024-10-07 21:24:42+00:00
T01079,C43847,P36497,Beauty,424.69,2,2024-07-15 08:21:43+00:00
T01080,C24289,P30951,Toys,958.32,8,2024-02-25 05:11:06+00:00
T01081,C12604,P70009,Sports,926.0,8,2024-07-18 22:15:54+00:00
T01082,C57359,P25904,Sports,614.67,5,2024-12-21 00:34:31+00:00
T01083,C95255,P20307,Home,216.31,6,2024-06-14 20:07:40+00:00
T01084,C64795,P53354,Apparel,655.53,4,2024-08-10 04:09:03+00:00
T01085,C72246,P89903,Apparel,419.37,4,2024-05-16 08:34:31+00:00
T01086,C53948,P58312,Sports,947.67,7,2024-06-12 02:18:28+00:00
T01087,C86143,P71255,Home,971.52,9,2024-01-09 07:39:34+00:00
T01088,C97548,P18770,Books,172.72,9,2024-01-11 13:22:44+00:00
T01089,C81497,P49986,Home,501.67,4,2024-04-30 04:05:31+00:00
T01090,C63147,P14451,Sports,191.69,9,2024-10-26 00:57:25+00:00
T01091,C25990,P80079,Home,622.76,1,2024-08-29 08:48:48+00:00
T01092,C53821,P38433,Electronics,181.16,7,2024-02-11 13:48:28+00:00
T01093,C51523,P26169,Home,346.84,2,2024-05-21 22:52:53+00:00
T01094,C90726,P97870,Sports,422.09,10,2024-01-22 02:19:05+00:00
T01095,C88422,P13180,Electronics,394.3,7,2024-10-02 00:05:30+00:00
T01096,C50413,P78038,Sports,489.05,2,2024-07-02 16:56:26+00:00
T01097,C58574,P20132,Beauty,848.51,1,2024-10-21 16:30:14+00:00
T01098,C17415,P37783,Home,113.22,10,2024-06-15 15:56:10+00:00
T01099,C28547,P67563,Home,982.53,1,2024-10-09 01:27:26+00:00
T01100,C87317,P25023,Toys,318.7,10,2024-06-17 13:04:06+00:00
T01101,C47945,P57891,Toys,188.38,4,2024-02-16 07:02:55+00:00
T01102,C62408,P53833,Electronics,993.07,9,2024-05-31 16:00:27+00:00
T01103,C29697,P11459,Books,993.53,8,2024-01-04 00:37:09+00:00
T01104,C38276,P20675,Home,215.97,8,2024-03-06 00:21:40+00:00
T01105,C82058,P11236,Beauty,672.0,4,2024-06-20 21:42:17+00:00
T01106,C75515,P51157,Books,515.83,4,2024-04-15 08:43:29+00:00
T01107,C91053,P89212,Books,168.53,7,2024-12-07 22:38:20+00:00
T01108,C82793,P51203,Apparel,148.66,4,2024-10-16 16:14:31+00:00
T01109,C14349,P42095,Apparel,269.46,2,2024-11-20 06:25:07+00:00
T01110,C87919,P56173,Sports,48.9,10,2024-06-01 14:27:43+00:00
T01111,C45378,P66244,Electronics,97.9,8,2024-07-17 09:12:10+00:00
T01112,C46172,P49325,Books,227.26,1,2024-08-12 10:27:34+00:00
T01113,C98017,P53236,Home,455.47,4,2024-01-25 09:38:32+00:00
T01114,C88947,P15324,Books,207.66,4,2024-01-04 16:29:39+00:00
T01115,C62991,P65404,Apparel,725.56,3,2024-03-30 21:13:57+00:00
T01116,C96020,P39184,Sports,741.71,2,2024-10-26 11:32:03+00:00
T01117,C49982,P92864,Toys,702.48,9,2024-07-23 21:03:51+00:00
T01118,C23722,P24569,Toys,348.21,4,2024-01-14 05:57:14+00:00
T01119,C73585,P71593,Beauty,92.8,1,2024-01-05 19:30:24+00:00
T01120,C37997,P56154,Apparel,280.75,5,2024-05-11 08:09:23+00:00
T01121,C46309,P97428,Sports,95.82,7,2024-01-20 23:30:09+00:00
T01122,C10751,P84746,Electronics,583.99,3,2024-12-21 22:27:49+00:00
